赛别,序号,对手,胜负,球员,出场时间,投篮,三分,罚球,前场,后场,篮板,助攻,犯规,抢断,失误,封盖,得分
常规赛,28,快船,胜,普理查德,23,3/8,3/5,0/0,1,3,4,3,3,0,0,0,9
常规赛,28,快船,胜,克塔,23,4/7,0/0,6/8,6,6,12,3,5,0,1,0,14
常规赛,28,快船,胜,豪瑟,19,1/5,1/5,0/0,0,2,2,4,3,0,0,0,3
常规赛,28,快船,胜,布里塞特,18,4/5,3/4,1/2,1,2,3,1,0,0,0,0,12
常规赛,28,快船,胜,史蒂文斯,5,2/3,0/0,0/0,1,1,2,1,0,0,0,0,4
常规赛,28,快船,胜,班顿,4,1/1,0/0,0/0,0,0,0,1,0,0,0,0,2
常规赛,28,快船,胜,彼得森,3,1/1,1/1,0/0,0,0,0,1,1,0,0,0,3
常规赛,28,快船,胜,戴维森,3,0/1,0/1,0/0,0,1,1,0,0,0,0,0,0
常规赛,29,湖人,胜,霍乐迪,38,7/10,3/5,1/1,2,5,7,7,1,1,2,1,18
常规赛,29,湖人,胜,怀特,35,8/13,2/4,0/0,0,2,2,11,3,2,2,2,18
常规赛,29,湖人,胜,塔特姆,41,6/15,1/6,12/13,0,8,8,7,0,0,1,1,25
常规赛,29,湖人,胜,布朗,33,7/17,1/5,4/7,3,2,5,2,3,3,2,0,19
常规赛,29,湖人,胜,波尔津吉斯,35,11/19,2/8,4/7,3,8,11,2,3,1,1,2,28
常规赛,29,湖人,胜,霍福德,23,2/4,2/4,0/0,0,6,6,1,3,0,0,1,6
常规赛,29,湖人,胜,豪瑟,15,1/5,0/4,0/0,1,1,2,0,0,0,0,0,2
常规赛,29,湖人,胜,普理查德,13,4/8,2/6,0/0,2,0,2,0,1,0,0,0,10
常规赛,29,湖人,胜,克塔,7,0/0,0/0,0/0,0,1,1,1,3,1,0,0,0
常规赛,30,活塞,胜,霍乐迪,44,4/9,0/2,4/5,2,7,9,3,1,1,3,1,12
常规赛,30,活塞,胜,怀特,38,9/15,2/4,3/3,1,3,4,5,1,0,2,2,23
常规赛,30,活塞,胜,塔特姆,43,11/31,2/11,7/8,2,5,7,10,4,5,3,0,31
常规赛,30,活塞,胜,霍福德,37,3/4,2/3,0/0,2,3,5,3,1,1,1,1,8
常规赛,30,活塞,胜,波尔津吉斯,36,13/21,3/9,6/7,0,8,8,1,4,1,1,0,35
常规赛,30,活塞,胜,普理查德,24,4/11,1/6,0/0,2,2,4,2,0,1,1,0,9
常规赛,30,活塞,胜,克塔,20,2/2,0/0,1/2,0,2,2,0,4,1,0,0,5
常规赛,30,活塞,胜,豪瑟,18,2/6,1/4,0/0,1,2,3,1,0,0,1,0,5
常规赛,30,活塞,胜,布里塞特,6,0/0,0/0,0/0,1,0,1,0,0,0,0,0,0
常规赛,31,猛龙,胜,怀特,36,5/19,2/10,9/9,1,4,5,7,2,3,3,2,21
常规赛,31,猛龙,胜,霍乐迪,32,5/15,3/5,2/4,0,2,2,3,1,0,1,0,15
常规赛,31,猛龙,胜,布朗,41,11/16,5/6,4/5,1,9,10,6,4,0,7,0,31
常规赛,31,猛龙,胜,豪瑟,34,3/7,3/7,0/0,0,9,9,1,2,0,0,1,9
常规赛,31,猛龙,胜,科内特,33,9/11,0/0,2/2,5,3,8,3,3,0,1,3,20
常规赛,31,猛龙,胜,普理查德,25,3/10,3/8,0/0,3,2,5,6,3,0,2,0,9
常规赛,31,猛龙,胜,布里塞特,15,1/3,0/1,0/0,2,5,7,1,0,0,1,0,2
常规赛,31,猛龙,胜,克塔,14,3/3,0/0,0/0,1,4,5,1,0,0,0,0,6
常规赛,31,猛龙,胜,米哈伊柳克,7,2/3,1/2,0/0,0,1,1,1,2,0,0,0,5
常规赛,31,猛龙,胜,班顿,2,1/1,0/0,0/0,0,0,0,0,0,0,1,0,2
常规赛,32,马刺,胜,布朗,26,9/13,2/2,4/6,1,5,6,3,0,2,2,0,24
常规赛,32,马刺,胜,怀特,26,7/11,3/6,0/0,0,2,2,5,1,0,0,0,17
常规赛,32,马刺,胜,塔特姆,31,10/17,5/10,0/0,1,5,6,2,1,0,3,2,25
常规赛,32,马刺,胜,霍福德,20,3/4,1/2,0/0,1,6,7,4,0,0,0,0,7
常规赛,32,马刺,胜,波尔津吉斯,30,4/14,0/7,6/6,1,8,9,2,2,1,1,2,14
常规赛,32,马刺,胜,布里塞特,21,2/5,0/0,0/1,3,3,6,0,2,2,0,0,4
常规赛,32,马刺,胜,豪瑟,20,4/6,3/5,0/0,0,4,4,1,2,0,1,0,11
常规赛,32,马刺,胜,普理查德,19,4/8,1/5,0/2,1,2,3,7,0,0,0,0,9
常规赛,32,马刺,胜,科内特,16,5/7,0/0,2/2,3,1,4,2,1,0,0,2,12
常规赛,32,马刺,胜,班顿,11,0/2,0/0,4/4,1,3,4,1,2,0,2,0,4
常规赛,32,马刺,胜,米哈伊柳克,8,0/4,0/4,0/0,0,1,1,0,1,1,1,0,0
常规赛,32,马刺,胜,史蒂文斯,7,1/1,0/0,0/0,0,2,2,2,0,0,0,0,2
常规赛,32,马刺,胜,克塔,5,2/2,0/0,1/1,0,2,2,0,0,0,0,1,5
常规赛,33,雷霆,负,霍乐迪,31,2/8,2/5,1/2,1,4,5,7,1,1,3,0,7
常规赛,33,雷霆,负,怀特,28,7/12,5/9,0/0,0,5,5,6,4,1,3,1,19
常规赛,33,雷霆,负,布朗,38,4/18,0/8,7/8,2,4,6,3,5,0,3,0,15
常规赛,33,雷霆,负,塔特姆,38,10/21,2/5,8/10,5,8,13,8,3,1,4,0,30
常规赛,33,雷霆,负,波尔津吉斯,35,12/18,2/3,8/9,6,4,10,2,1,0,1,3,34
常规赛,33,雷霆,负,普理查德,25,2/5,1/4,0/0,1,2,3,4,1,2,0,0,5
常规赛,33,雷霆,负,霍福德,20,3/5,1/3,0/0,0,2,2,3,0,1,0,5,7
常规赛,33,雷霆,负,科内特,15,0/2,0/0,0/0,2,0,2,0,0,1,0,1,0
常规赛,33,雷霆,负,豪瑟,10,2/3,2/3,0/0,0,1,1,0,0,0,0,0,6
常规赛,34,爵士,胜,怀特,26,3/9,2/7,2/2,0,7,7,3,2,1,0,1,10
常规赛,34,爵士,胜,霍乐迪,24,6/8,2/3,0/0,1,5,6,1,1,0,2,2,14
常规赛,34,爵士,胜,布朗,27,5/12,2/4,1/2,0,3,3,5,2,1,3,1,13
常规赛,34,爵士,胜,塔特姆,25,6/12,5/8,13/14,0,9,9,5,1,1,1,1,30
常规赛,34,爵士,胜,波尔津吉斯,27,4/7,1/3,10/12,0,5,5,2,3,0,1,1,19
常规赛,34,爵士,胜,豪瑟,23,5/10,3/7,0/0,1,4,5,1,1,1,0,0,13
常规赛,34,爵士,胜,普理查德,23,3/10,1/7,0/0,1,1,2,4,3,1,3,0,7
常规赛,34,爵士,胜,布里塞特,17,2/5,0/2,2/2,1,2,3,2,3,2,0,0,6
常规赛,34,爵士,胜,米哈伊柳克,15,1/7,1/6,0/0,0,3,3,0,2,0,0,0,3
常规赛,34,爵士,胜,史蒂文斯,12,2/4,0/1,0/0,1,4,5,0,1,1,1,1,4
常规赛,34,爵士,胜,科内特,11,1/3,0/0,0/0,4,3,7,0,1,1,1,1,2
常规赛,34,爵士,胜,班顿,6,1/2,0/1,3/4,0,1,1,1,1,0,0,0,5
常规赛,35,步行者,胜,霍乐迪,37,3/9,1/5,1/2,1,5,6,5,2,1,2,0,8
常规赛,35,步行者,胜,怀特,24,3/6,1/2,0/0,0,5,5,2,5,0,4,1,7
常规赛,35,步行者,胜,塔特姆,38,14/23,8/13,2/4,1,12,13,6,4,1,4,0,38
常规赛,35,步行者,胜,布朗,36,13/20,1/4,4/8,1,3,4,1,0,0,3,1,31
